Document Title,Abstract,Year,PDF Link,label,doi,nCites,authorCount,aggregationType
Long-lasting memory abnormalities following exposure to the mouse defense test battery: An animal model of PTSD,N/A,2015,https://doi.org/10.1016/j.physbeh.2015.03.039,no,10.1016/j.physbeh.2015.03.039,4,3,undetermined
"The CRF1 receptor antagonist SSR125543 attenuates long-term cognitive deficit induced by acute inescapable stress in mice, independently from the hypothalamic pituitary adrenal axis",N/A,2012,https://doi.org/10.1016/j.pbb.2012.05.013,no,10.1016/j.pbb.2012.05.013,19,5,undetermined
Engram Cell Excitability State Determines the Efficacy of Memory Retrieval,N/A,2019,https://doi.org/10.1016/j.neuron.2018.11.029,no,10.1016/j.neuron.2018.11.029,225,7,undetermined
Early life stress determines the effects of glucocorticoids and stress on hippocampal function: Electrophysiological and behavioral evidence respectively,N/A,2018,https://doi.org/10.1016/j.neuropharm.2018.02.001,no,10.1016/j.neuropharm.2018.02.001,43,8,undetermined
A limited role for the hippocampus in the modulation of novel-object preference by contextual cues,"Recent evidence suggests that rats require an intact hippocampus in order to recognize familiar objects when they encounter them again in a different context. The two experiments reported here further examined how changes in context affect rats' performance on the novel-object preference (NOP) test of object-recognition memory, and how those effects interact with the effects of HPC damage. Rats with HPC lesions and control rats received NOP testing in either the same context in which they had previously encountered sample objects, or in a different but equally familiar context. In Experiment 1, the two contexts had very few overlapping cues within or outside the apparatus; thus, the differences between them were global. Consistent with previous results, control rats showed a novel-object preference in both the unchanged and (globally) changed contexts, whereas rats with HPC lesions displayed a preference only in the unchanged context. In Experiment 2, the context shift included only local features proximal to the test objects. The main results were the reverse of Experiment 1—rats with HPC lesions displayed a novel-object preference in both the unchanged and (locally) changed contexts, whereas control rats displayed a preference only in the unchanged context. The findings are consistent with the view that HPC damage does not cause a general inability to recognize objects, nor an inability to encode or store a representation of the context in which the objects are encountered. They suggest instead that HPC damage impairs the ability to remember specific locations of familiar objects within a particular context.",2008,https://doi.org/10.1101/lm.1035508,no,10.1101/lm.1035508,53,5,undetermined
The GABAB receptor and recognition memory: possible modulation of its behavioral effects by the nitrergic system,N/A,2003,https://doi.org/10.1016/s0306-4522(03)00067-8,no,10.1016/s0306-4522(03)00067-8,42,4,undetermined
Reversible Inhibition of CREB/ATF Transcription Factors in Region CA1 of the Dorsal Hippocampus Disrupts Hippocampus-Dependent Spatial Memory,N/A,2002,https://doi.org/10.1016/s0896-6273(02)00684-0,no,10.1016/s0896-6273(02)00684-0,381,7,undetermined
"Different attentional dysfunctions in <i>eEF2K</i><sup><i>−/−</i></sup><i>, IL1RAPL1</i><sup><i>−/−</i></sup> and <i>SHANK3Δ11</i><sup><i>−/−</i></sup> mice","A common feature of several psychiatric disorders is the attentional impairment. eEF2K
−/−, IL1RAPL1
−/− and SHANK3Δ11
−/− mice were used as animal models consistently linked to changes in synaptic plasticity, learning and memory. All knockout (KO) mice and their corresponding littermates were submitted to the novel object recognition (NOR) and visual object recognition (VOR) tasks. In the NOR, eEF2K−/− mice exhibited a normal performance in terms of mean discrimination index, while SHANK3Δ11−/− and IL1RAPL1
−/− mice were impaired when a delay of 2 and 24 hours was introduced. Surprisingly, when submitted to VOR, where the two objects were replaced with two shapes delivered from two iPods, all the mutant mice performed worse than those in the NOR. In VOR, the application of motion to different shapes, to increase attention, improved performance in eEF2K −/− and IL1RAPL1
−/− but not in SHANK3Δ11
−/− mice. In SHANK3Δ11
−/− mice, attentional deficit was also present even if different motions were applied to the same shapes or when these mice were repeatedly exposed for 5 days to the context. Behavioral analysis showed that eEF2K−/− and IL1RAPL1
−/− mice had a good flexibility tested in the T‐maze. eEF2K−/− showed normal self‐grooming. On the basis of previous literature data indicating that SHANK3Δ11
−/− showed impaired flexibility and reduced sociability, we identified in this genotype the most exhaustive model showing all the core symptoms of autism spectrum disorder including a heavy visual attention deficit. These findings show the importance of VOR to identify mouse models of autism.",2019,https://doi.org/10.1111/gbb.12563,no,10.1111/gbb.12563,10,5,undetermined
Spontaneous object recognition memory is maintained following transformation of global geometric properties.,N/A,2013,https://doi.org/10.1037/a0030698,no,10.1037/a0030698,4,4,undetermined
A reduction in hippocampal GABA<sub>A</sub> receptor α5 subunits disrupts the memory for location of objects in mice,"The memory for location of objects, which binds information about objects to discrete positions or spatial contexts of occurrence, is a form of episodic memory particularly sensitive to hippocampal damage. Its early decline is symptomatic for elderly dementia. Substances that selectively reduce α5‐GABAA receptor function are currently developed as potential cognition enhancers for Alzheimer's syndrome and other dementia, consistent with genetic studies implicating these receptors that are highly expressed in hippocampus in learning performance. Here we explored the consequences of reduced GABAAα5‐subunit contents, as occurring in α5(H105R) knock‐in mice, on the memory for location of objects. This required the behavioral characterization of α5(H105R) and wild‐type animals in various tasks examining learning and memory retrieval strategies for objects, locations, contexts and their combinations. In mutants, decreased amounts of α5‐subunits and retained long‐term potentiation in hippocampus were confirmed. They exhibited hyperactivity with conserved circadian rhythm in familiar actimeters, and normal exploration and emotional reactivity in novel places, allocentric spatial guidance, and motor pattern learning acquisition, inhibition and flexibility in T‐ and eight‐arm mazes. Processing of object, position and context memories and object‐guided response learning were spared. Genotype difference in object‐in‐place memory retrieval and in encoding and response learning strategies for object–location combinations manifested as a bias favoring object‐based recognition and guidance strategies over spatial processing of objects in the mutants. These findings identify in α5(H105R) mice a behavioral–cognitive phenotype affecting basal locomotion and the memory for location of objects indicative of hippocampal dysfunction resulting from moderately decreased α5‐subunit contents.",2010,https://doi.org/10.1111/j.1601-183x.2010.00575.x,no,10.1111/j.1601-183x.2010.00575.x,44,6,undetermined
Memory deficit in Swiss mice exposed to tannery effluent,N/A,2016,https://doi.org/10.1016/j.ntt.2016.03.007,no,10.1016/j.ntt.2016.03.007,30,10,undetermined
Effect of hydroalcoholic <i>Echium amoenum</i> extract on scopolamine-induced learning and memory impairment in rats,N/A,2018,https://doi.org/10.1080/13880209.2018.1543330,no,10.1080/13880209.2018.1543330,19,2,undetermined
The neurosteroid allopregnanolone impairs object memory and contextual fear memory in male C57BL/6J mice,N/A,2014,https://doi.org/10.1016/j.yhbeh.2014.05.005,no,10.1016/j.yhbeh.2014.05.005,32,4,undetermined
Age dependent neuroprotective effects of medhya rasayana prepared from Clitoria ternatea Linn. in stress induced rat brain,N/A,2017,https://doi.org/10.1016/j.jep.2016.07.068,no,10.1016/j.jep.2016.07.068,27,8,undetermined
A model of hippocampal spiking responses to items during learning of a context-dependent task,N/A,2014,https://doi.org/10.3389/fnsys.2014.00178,no,10.3389/fnsys.2014.00178,13,2,undetermined
"Impact of adolescent sucrose access on cognitive control, recognition memory, and parvalbumin immunoreactivity","In this study we sought to determine the effect of daily sucrose consumption in young rats on their subsequent performance in tasks that involve the prefrontal cortex and hippocampus. High levels of sugar consumption have been associated with the development of obesity, however less is known about how sugar consumption influences behavioral control and high-order cognitive processes. Of particular concern is the fact that sugar intake is greatest in adolescence, an important neurodevelopmental period. We provided sucrose to rats when they were progressing through puberty and adolescence. Cognitive performance was assessed in adulthood on a task related to executive function, a rodent analog of the Stroop task. We found that sucrose-exposed rats failed to show context-appropriate responding during incongruent stimulus compounds presented at test, indicative of impairments in prefrontal cortex function. Sucrose exposed rats also showed deficits in an on object-in-place recognition memory task, indicating that both prefrontal and hippocampal function was impaired. Analysis of brains showed a reduction in expression of parvalbumin-immunoreactive GABAergic interneurons in the hippocampus and prefrontal cortex, indicating that sucrose consumption during adolescence induced long-term pathology, potentially underpinning the cognitive deficits observed. These results suggest that consumption of high levels of sugar-sweetened beverages by adolescents may also impair neurocognitive functions affecting decision-making and memory, potentially rendering them at risk for developing mental health disorders.",2015,https://doi.org/10.1101/lm.038000.114,no,10.1101/lm.038000.114,103,5,undetermined
New automated procedure to assess context recognition memory in mice,N/A,2014,https://doi.org/10.1007/s00213-014-3577-3,no,10.1007/s00213-014-3577-3,7,5,undetermined
Stress Facilitates the Development of Cognitive Dysfunction After Chronic Ethanol Exposure,N/A,2017,https://doi.org/10.1111/acer.13444,no,10.1111/acer.13444,37,6,undetermined
"Exploration, fear and maze learning in spontaneously hypertensive and normotensive rats",N/A,1988,https://doi.org/10.1016/s0163-1047(88)90528-6,no,10.1016/s0163-1047(88)90528-6,19,3,undetermined
<i>Thunbergia laurifolia</i>extract ameliorates cognitive and emotional deficits in olfactorectomized mice,N/A,2015,https://doi.org/10.3109/13880209.2014.962059,no,10.3109/13880209.2014.962059,5,5,undetermined
"Pattern separation, completion, and categorisation in the hippocampus and neocortex",N/A,2016,https://doi.org/10.1016/j.nlm.2015.07.008,no,10.1016/j.nlm.2015.07.008,210,1,undetermined
Glucocorticoid enhancement of memory requires arousal-induced noradrenergic activation in the basolateral amygdala,"Considerable evidence indicates that glucocorticoid hormones enhance the consolidation of long-term memories for emotionally arousing experiences but not that for less arousing or neutral information. However, previous studies have not determined the basis of such arousal-induced selectivity. Here we report the finding that endogenous noradrenergic activation of the basolateral complex of the amygdala (BLA) induced by emotional arousal is essential in enabling glucocorticoid memory enhancement. Corticosterone administered immediately after object recognition training enhanced 24-h memory of naïve male rats but not that of rats previously habituated to the training context in order to reduce novelty-induced emotional arousal. The β-adrenoceptor antagonist propranolol administered either systemically or into the BLA blocked the corticosterone-induced memory enhancement. Further, in habituated rats, corticosterone activated BLA neurons, as assessed by phosphorylated cAMP response element binding (pCREB) immunoreactivity levels, and enhanced memory only when norepinephrine release was stimulated by administration of the α
            2
            -adrenoceptor antagonist yohimbine. These findings strongly suggest that synergistic actions of glucocorticoids and emotional arousal-induced noradrenergic activation of the BLA constitute a neural mechanism by which glucocorticoids may selectively enhance memory consolidation for emotionally arousing experiences.",2006,https://doi.org/10.1073/pnas.0601874103,no,10.1073/pnas.0601874103,401,4,undetermined
Effects of dorsal hippocampus catecholamine depletion on paired-associates learning and place learning in rats,N/A,2017,https://doi.org/10.1016/j.bbr.2017.01.038,no,10.1016/j.bbr.2017.01.038,3,2,undetermined
An isoform-selective p38α mitogen-activated protein kinase inhibitor rescues early entorhinal cortex dysfunctions in a mouse model of Alzheimer's disease,N/A,2018,https://doi.org/10.1016/j.neurobiolaging.2018.06.006,no,10.1016/j.neurobiolaging.2018.06.006,32,5,undetermined
Cocaine Paired Environment Increases SATB2 Levels in the Rat Paraventricular Thalamus,N/A,2018,https://doi.org/10.3389/fnbeh.2018.00224,no,10.3389/fnbeh.2018.00224,8,6,undetermined
The role of rewarding and novel events in facilitating memory persistence in a separate spatial memory task,"Many insignificant events in our daily life are forgotten quickly but can be remembered for longer when other memory-modulating events occur before or after them. This phenomenon has been investigated in animal models in a protocol in which weak memories persist longer if exploration in a novel context is introduced around the time of memory encoding. This study aims to understand whether other types of rewarding or novel tasks, such as rewarded learning in a T-maze and novel object recognition, can also be effective memory-modulating events. Rats were trained in a delayed matching-to-place task to encode and retrieve food locations in an event arena. Weak encoding with only one food pellet at the sample location induced memory encoding but forgetting over 24 h. When this same weak encoding was followed by a rewarded task in a T-maze, the memory persisted for 24 h. Moreover, the same persistence of memory over 24 h could be achieved by exploration in a novel box or by a rewarded T-maze task after a “non-rewarded” weak encoding. When the one-pellet weak encoding was followed by novel object exploration, the memory did not persist at 24 h. Together, the results confirm that place encoding is possible without explicit reward, and that rewarded learning in a separate task lacking novelty can be an effective memory-modulating event. The behavioral and neurobiological implications are discussed.",2014,https://doi.org/10.1101/lm.032177.113,no,10.1101/lm.032177.113,51,3,undetermined
Deletion of the GluA1 AMPA receptor subunit impairs recency-dependent object recognition memory,"Deletion of the GluA1 AMPA receptor subunit impairs short-term spatial recognition memory. It has been suggested that short-term recognition depends upon memory caused by the recent presentation of a stimulus that is independent of contextual–retrieval processes. The aim of the present set of experiments was to test whether the role of GluA1 extends to nonspatial recognition memory. Wild-type and GluA1 knockout mice were tested on the standard object recognition task and a context-independent recognition task that required recency-dependent memory. In a first set of experiments it was found that GluA1 deletion failed to impair performance on either of the object recognition or recency-dependent tasks. However, GluA1 knockout mice displayed increased levels of exploration of the objects in both the sample and test phases compared to controls. In contrast, when the time that GluA1 knockout mice spent exploring the objects was yoked to control mice during the sample phase, it was found that GluA1 deletion now impaired performance on both the object recognition and the recency-dependent tasks. GluA1 deletion failed to impair performance on a context-dependent recognition task regardless of whether object exposure in knockout mice was yoked to controls or not. These results demonstrate that GluA1 is necessary for nonspatial as well as spatial recognition memory and plays an important role in recency-dependent memory processes.",2011,https://doi.org/10.1101/lm.2083411,no,10.1101/lm.2083411,45,9,undetermined
Long-Term Cognitive Deficits After Subarachnoid Hemorrhage in Rats,N/A,2016,https://doi.org/10.1007/s12028-016-0250-1,no,10.1007/s12028-016-0250-1,26,7,undetermined
Role for Chromatin Remodeling Factor Chd1 in Learning and Memory,N/A,2019,https://doi.org/10.3389/fnmol.2019.00003,no,10.3389/fnmol.2019.00003,18,13,undetermined
Acute Physiological Stress Promotes Clustering of Synaptic Markers and Alters Spine Morphology in the Hippocampus,N/A,2013,https://doi.org/10.1371/journal.pone.0079077,no,10.1371/journal.pone.0079077,74,5,undetermined
"Stress Hormones Receptors in the Amygdala Mediate the Effects of Stress on the Consolidation, but Not the Retrieval, of a Non Aversive Spatial Task",N/A,2012,https://doi.org/10.1371/journal.pone.0029988,no,10.1371/journal.pone.0029988,29,3,undetermined
25th Annual Computational Neuroscience Meeting: CNS-2016,N/A,2016,https://doi.org/10.1186/s12868-016-0283-6,no,10.1186/s12868-016-0283-6,89,610,undetermined
Positive allosteric activation of GABAA receptors bi-directionally modulates hippocampal glutamate plasticity and behaviour,"Long-term BZ (benzodiazepine) anxiolytic therapy increases the risk of physical dependence manifested as withdrawal anxiety. BZ-induced potentiation of GABAAR (γ-aminobutyric acid type-A receptor) function by 1-week oral administration of FZP (flurazepam) bi-directionally modulates excitatory glutamatergic synaptic transmission in hippocampal CA1 neurons during drug withdrawal. Previous electrophysiological studies on acutely isolated and intact CA1 neurons, as well as immunofluorescence and post-embedding immunogold electron microscopy studies, suggest increased synaptic insertion of GluR (glutamate receptor) 2-lacking AMPARs (α-amino-3-hydroxy-5-methylisoxazole-4-propionic acid receptors) in 2-day FZP-withdrawn rats. Preliminary studies indicated a similar increase in GluR1, then phospho-Ser831-GluR1, as well as CaMKIIα (Ca2+/calmodulin-dependent protein kinase IIα), but not phospho-Thr286-CaMKII levels at the same time point. In our studies, whole-cell recordings in hippocampal slices revealed that AMPAR mEPSC [miniature EPSC (excitatory postsynaptic current)] amplitude was increased in 1-day FZP-withdrawn rats followed by an increase in estimated single-channel conductance in 2-day-FZP-withdrawn rats. Enhanced conductance was no longer observed in slices pre-incubated for 2 h in the CaMKII inhibitor KN-93, but not the inactive analogue KN-92. To evaluate whether CaMKII-mediated AMPA potentiation could occlude LTP (long-term potentiation), LTP was induced by TBS (theta burst stimulation) and recorded using whole-cell and extracellular techniques. LTP was induced in both groups, but only maintained for &amp;lt;15 min in 2-day FZP-withdrawn rats. LTP was fully restored after 7-day withdrawal. Despite the lack of LTP maintenance, impairment of object recognition, place and context was not observed in 2-day-FZP-withdrawn rats. Since L-VGCC (L-type voltage-gated calcium channel) current density was doubled on drug withdrawal and up to 2 days, Ca2+ entry through L-VGCCs and perhaps subsequently through Ca2+-permeable AMPARs are proposed to be responsible for enhanced CaMKIIα levels and AMPAR potentiation. Mechanisms associated with several different models of activity-dependent plasticity may underlie BZ physical dependence.",2009,https://doi.org/10.1042/bst0371394,no,10.1042/bst0371394,14,4,undetermined
Enhanced recognition memory following glycine transporter 1 deletion in forebrain neurons.,N/A,2007,https://doi.org/10.1037/0735-7044.121.5.815,no,10.1037/0735-7044.121.5.815,33,5,undetermined
Comparative effect of<i>Camellia sinensis</i>teas on object recognition test deficit and metabolic changes induced by cafeteria diet,N/A,2019,https://doi.org/10.1080/1028415x.2017.1418726,no,10.1080/1028415x.2017.1418726,13,8,undetermined
"Endocrine active metals, prenatal stress and enhanced neurobehavioral disruption",N/A,2018,https://doi.org/10.1016/j.yhbeh.2018.01.004,no,10.1016/j.yhbeh.2018.01.004,36,5,undetermined
Whisking,N/A,2015,https://doi.org/10.1016/j.cub.2015.01.008,no,10.1016/j.cub.2015.01.008,75,2,undetermined
Object/Context Specific Memory Deficits following Medial Frontal Cortex Damage in Mice,N/A,2012,https://doi.org/10.1371/journal.pone.0043698,no,10.1371/journal.pone.0043698,33,2,undetermined
Hippocampal Attractor Dynamics Predict Memory-Based Decision Making,N/A,2016,https://doi.org/10.1016/j.cub.2016.04.063,no,10.1016/j.cub.2016.04.063,42,7,undetermined
Systemic administration of riluzole enhances recognition memory and facilitates extinction of fear memory in rats,N/A,2015,https://doi.org/10.1016/j.neuropharm.2015.06.007,no,10.1016/j.neuropharm.2015.06.007,16,5,undetermined
Modulation of recognition memory performance by light requires both melanopsin and classical photoreceptors,"Acute light exposure exerts various effects on physiology and behaviour. Although the effects of light on brain network activity in humans are well demonstrated, the effects of light on cognitive performance are inconclusive, with the size, as well as direction, of the effect depending on the nature of the task. Similarly, in nocturnal rodents, bright light can either facilitate or disrupt performance depending on the type of task employed. Crucially, it is unclear whether the effects of light on behavioural performance are mediated via the classical image-forming rods and cones or the melanopsin-expressing photosensitive retinal ganglion cells. Here, we investigate the modulatory effects of light on memory performance in mice using the spontaneous object recognition task. Importantly, we examine which photoreceptors are required to mediate the effects of light on memory performance. By using a cross-over design, we show that object recognition memory is disrupted when the test phase is conducted under a bright light (350 lux), regardless of the light level in the sample phase (10 or 350 lux), demonstrating that exposure to a bright light at the time of test, rather than at the time of encoding, impairs performance. Strikingly, the modulatory effect of light on memory performance is completely abolished in both melanopsin-deficient and rodless–coneless mice. Our findings provide direct evidence that melanopsin-driven and rod/cone-driven photoresponses are integrated in order to mediate the effect of light on memory performance.",2016,https://doi.org/10.1098/rspb.2016.2275,no,10.1098/rspb.2016.2275,16,7,undetermined
Memory deficits in males and females long after subchronic immune challenge,N/A,2019,https://doi.org/10.1016/j.nlm.2019.01.003,no,10.1016/j.nlm.2019.01.003,30,2,undetermined
Ro 04-6790-induced cognitive enhancement: No effect in trace conditioning and novel object recognition procedures in adult male Wistar rats,N/A,2014,https://doi.org/10.1016/j.pbb.2014.10.006,no,10.1016/j.pbb.2014.10.006,13,3,undetermined
A mechanism for the formation of hippocampal neuronal firing patterns that represent what happens where,"The association of specific events with the context in which they occur is a fundamental feature of episodic memory. However, the underlying network mechanisms generating what–where associations are poorly understood. Recently we reported that some hippocampal principal neurons develop representations of specific events occurring in particular locations (item-position cells). Here, we investigate the emergence of item-position selectivity as rats learn new associations for reward and find that before the animal's performance rises above chance in the task, neurons that will later become item-position cells have a strong selective bias toward one of two behavioral responses, which the animal will subsequently make to that stimulus. This response bias results in an asymmetry of neural activity on correct and error trials that could drive the emergence of particular item specificities based on a simple reward-driven synaptic plasticity mechanism.",2011,https://doi.org/10.1101/lm.2307711,no,10.1101/lm.2307711,7,4,undetermined
Theta–gamma coupling increases during the learning of item–context associations,"Phase-amplitude cross-frequency coupling (CFC) between theta (4–12 Hz) and gamma (30–100 Hz) oscillations occurs frequently in the hippocampus. However, it still remains unclear whether theta–gamma coupling has any functional significance. To address this issue, we studied CFC in local field potential oscillations recorded from the CA3 region of the dorsal hippocampus of rats as they learned to associate items with their spatial context. During the course of learning, the amplitude of the low gamma subband (30–60 Hz) became more strongly modulated by theta phase in CA3, and higher levels of theta–gamma modulation were maintained throughout overtraining sessions. Furthermore, the strength of theta–gamma coupling was directly correlated with the increase in performance accuracy during learning sessions. These findings suggest a role for hippocampal theta–gamma coupling in memory recall.",2009,https://doi.org/10.1073/pnas.0911331106,no,10.1073/pnas.0911331106,846,5,undetermined
Disruption of the direct perforant path input to the CA1 subregion of the dorsal hippocampus interferes with spatial working memory and novelty detection,N/A,2008,https://doi.org/10.1016/j.bbr.2008.01.002,no,10.1016/j.bbr.2008.01.002,80,2,undetermined
Fan Cells in Layer 2 of the Lateral Entorhinal Cortex Are Critical for Episodic-like Memory,N/A,2020,https://doi.org/10.1016/j.cub.2019.11.027,no,10.1016/j.cub.2019.11.027,87,6,undetermined
A Multivariate Approach Reveals the Behavioral Templates Underlying Visual Discrimination in Rats,N/A,2012,https://doi.org/10.1016/j.cub.2011.11.041,no,10.1016/j.cub.2011.11.041,48,2,undetermined
<scp>C</scp>hronic impairment of ERK signaling in glutamatergic neurons of the forebrain does not affect spatial memory retention and LTP in the same manner as acute blockade of the ERK pathway,"AbstractThe ERK/MAPK signaling pathway has been extensively studied in the context of learning and memory. Defects in this pathway underlie genetic diseases associated with intellectual disability, including impaired learning and memory. Numerous studies have investigated the impact of acute ERK/MAPK inhibition on long‐term potentiation and spatial memory. However, genetic knockouts of the ERKs have not been utilized to determine whether developmental perturbations of ERK/MAPK signaling affect LTP and memory formation in postnatal life. In this study, two different ERK2 conditional knockout mice were generated that restrict loss of ERK2 to excitatory neurons in the forebrain, but at different time‐points (embryonically and post‐natally). We found that embryonic loss of ERK2 had minimal effect on spatial memory retention and novel object recognition, while loss of ERK2 post‐natally had more pronounced effects in these behaviors. Loss of ERK2 in both models showed intact LTP compared to control animals, while loss of both ERK1 and ERK2 impaired late phase LTP. These findings indicate that ERK2 is not necessary for LTP and spatial memory retention and provide new insights into the functional deficits associated with the chronic impairment of ERK signaling.",2017,https://doi.org/10.1002/hipo.22769,no,10.1002/hipo.22769,13,4,undetermined
Inducible forebrain-specific ablation of the transcription factor Creb during adulthood induces anxiety but no spatial/contextual learning deficits,N/A,2014,https://doi.org/10.3389/fnbeh.2014.00407,no,10.3389/fnbeh.2014.00407,15,7,undetermined
Individual differences in conditioned fear expression are associated with enduring differences in endogenous Fibroblast Growth Factor-2 and hippocampal-mediated memory performance,N/A,2016,https://doi.org/10.1016/j.nlm.2016.07.021,no,10.1016/j.nlm.2016.07.021,19,3,undetermined
Infant maternal separation impairs adult cognitive performance in BALB/cJ mice,N/A,2011,https://doi.org/10.1007/s00213-011-2209-4,no,10.1007/s00213-011-2209-4,62,3,undetermined
Stressful learning paradigm precludes manifestation of cognitive ability in sphingomyelin synthase-2 knockout mice,N/A,2017,https://doi.org/10.1016/j.bbr.2016.11.010,no,10.1016/j.bbr.2016.11.010,13,9,undetermined
Multi-domain cognitive assessment of male mice shows space radiation is not harmful to high-level cognition and actually improves pattern separation,"Abstract
                  
                    Astronauts on interplanetary missions - such as to Mars - will be exposed to space radiation, a spectrum of highly-charged, fast-moving particles that includes
                    56
                    Fe and
                    28
                    Si. Earth-based preclinical studies show space radiation decreases rodent performance in low- and some high-level cognitive tasks. Given astronaut use of touchscreen platforms during training and space flight and given the ability of rodent touchscreen tasks to assess functional integrity of brain circuits and multiple cognitive domains in a non-aversive way, here we exposed 6-month-old C57BL/6J male mice to whole-body space radiation and subsequently assessed them on a touchscreen battery. Relative to Sham treatment,
                    56
                    Fe irradiation did not overtly change performance on tasks of visual discrimination, reversal learning, rule-based, or object-spatial paired associates learning, suggesting preserved functional integrity of supporting brain circuits. Surprisingly,
                    56
                    Fe irradiation improved performance on a dentate gyrus-reliant pattern separation task; irradiated mice learned faster and were more accurate than controls. Improved pattern separation performance did not appear to be touchscreen-, radiation particle-, or neurogenesis-dependent, as
                    56
                    Fe and
                    28
                    Si irradiation led to faster context discrimination in a non-touchscreen task and
                    56
                    Fe decreased new dentate gyrus neurons relative to Sham. These data urge revisitation of the broadly-held view that space radiation is detrimental to cognition.",2020,https://doi.org/10.1038/s41598-020-59419-z,no,10.1038/s41598-020-59419-z,42,15,undetermined
"The reversal of cognitive, but not negative or positive symptoms of schizophrenia, by the mGlu2/3 receptor agonist, LY379268, is 5-HT1A dependent",N/A,2013,https://doi.org/10.1016/j.bbr.2013.08.007,no,10.1016/j.bbr.2013.08.007,33,7,undetermined
"Early age‐dependent impairments of context‐dependent extinction learning, object recognition, and object‐place learning occur in rats","ABSTRACTThe hippocampus is vulnerable to age‐dependent memory decline. Multiple forms of memory depend on adequate hippocampal function. Extinction learning comprises active inhibition of no longer relevant learned information concurrent with suppression of a previously learned reaction. It is highly dependent on context, and evidence exists that it requires hippocampal activation. In this study, we addressed whether context‐based extinction as well as hippocampus‐dependent tasks, such as object recognition and object‐place recognition, are equally affected by moderate aging. Young (7‐8 week old) and older (7‐8 month old) Wistar rats were used. For the extinction study, animals learned that a particular floor context indicated that they should turn into one specific arm (e.g., left) to receive a food reward. On the day after reaching the learning criterion of 80% correct choices, the floor context was changed, no reward was given and animals were expected to extinguish the learned response. Both, young and older rats managed this first extinction trial in the new context with older rats showing a faster extinction performance. One day later, animals were returned to the T‐maze with the original floor context and renewal effects were assessed. In this case, only young but not older rats showed the expected renewal effect (lower extinction ratio as compared to the day before). To assess general memory abilities, animals were tested in the standard object recognition and object‐place memory tasks. Evaluations were made at 5 min, 1 h and 7 day intervals. Object recognition memory was poor at short‐term and intermediate time‐points in older but not young rats. Object‐place memory performance was unaffected at 5 min, but impaired at 1 h in older but not young rats. Both groups were impaired at 7 days. These findings support that not only aspects of general memory, but also context‐dependent extinction learning, are affected by moderate aging. This may reflect less flexibility in revising hard‐wired knowledge or reduced adaptability to new learning challenges. © 2013 Wiley Periodicals, Inc.",2014,https://doi.org/10.1002/hipo.22220,no,10.1002/hipo.22220,22,3,undetermined
Lateral entorhinal cortex is necessary for associative but not nonassociative recognition memory,N/A,2013,https://doi.org/10.1002/hipo.22165,no,10.1002/hipo.22165,132,4,undetermined
On the Dynamic Nature of the Engram: Evidence for Circuit-Level Reorganization of Object Memory Traces following Reactivation,"Research has implicated the perirhinal cortex (PRh) in several aspects of object recognition memory. The specific role of the hippocampus (HPC) remains controversial, but its involvement in object recognition may pertain to processing contextual information in relation to objects rather than object representationper se. Here we investigated the roles of the PRh and HPC in object memory reconsolidation using the spontaneous object recognition task for rats. Intra-PRh infusions of the protein synthesis inhibitor anisomycin immediately following memory reactivation prevented object memory reconsolidation. Similar deficits were observed when a novel object or a salient contextual change was introduced during the reactivation phase. Intra-HPC infusions of anisomycin, however, blocked object memory reconsolidation only when a contextual change was introduced during reactivation. Moreover, disrupting functional interaction between the HPC and PRh by infusing anisomycin unilaterally into each structure in opposite hemispheres also impaired reconsolidation when reactivation was done in an altered context. These results show for the first time that the PRh is critical for reconsolidation of object memory traces and provide insight into the dynamic process of object memory storage; the selective requirement for hippocampal involvement following reactivation in an altered context suggests a substantial circuit level object trace reorganization whereby an initially PRh-dependent object memory becomes reliant on both the HPC and PRh and their interaction. Such trace reorganization may play a central role in reconsolidation-mediated memory updating and could represent an important aspect of lingering consolidation processes proposed to underlie long-term memory modulation and stabilization.",2011,https://doi.org/10.1523/jneurosci.2968-11.2011,no,10.1523/jneurosci.2968-11.2011,62,5,undetermined
Modulation of object memory consolidation by heroin and heroin-conditioned stimuli: Role of opioid and noradrenergic systems,N/A,2020,https://doi.org/10.1016/j.euroneuro.2020.01.010,no,10.1016/j.euroneuro.2020.01.010,15,7,undetermined
Motivational Disturbances and Effects of L-dopa Administration in Neurofibromatosis-1 Model Mice,N/A,2013,https://doi.org/10.1371/journal.pone.0066024,no,10.1371/journal.pone.0066024,25,10,undetermined
